,filename,y_coord,x_coord,category
126,0.jpg,503.0,2193.0,pups
127,0.jpg,504.0,4598.0,adult_females
128,0.jpg,506.0,4633.0,juveniles
129,0.jpg,509.0,3647.0,pups
130,0.jpg,518.0,3941.0,adult_females
131,0.jpg,521.0,3990.0,adult_females
132,0.jpg,525.0,2741.0,pups
133,0.jpg,525.0,2772.0,adult_females
134,0.jpg,525.0,4384.0,juveniles
135,0.jpg,528.0,4339.0,juveniles
136,0.jpg,529.0,3466.0,adult_females
137,0.jpg,531.0,1951.0,adult_females
138,0.jpg,531.0,2181.0,adult_females
139,0.jpg,531.0,3905.0,pups
140,0.jpg,533.0,4482.0,juveniles
141,0.jpg,546.0,3744.0,adult_females
142,0.jpg,550.0,4009.0,adult_females
143,0.jpg,552.0,3852.0,adult_females
144,0.jpg,553.0,1834.0,adult_females
145,0.jpg,553.0,4449.0,juveniles
146,0.jpg,558.0,3243.0,adult_females
147,0.jpg,558.0,4666.0,adult_females
148,0.jpg,561.0,1923.0,adult_females
149,0.jpg,563.0,4432.0,juveniles
150,0.jpg,565.0,3438.0,pups
151,0.jpg,575.0,3616.0,adult_females
152,0.jpg,575.0,4445.0,juveniles
153,0.jpg,587.0,3984.0,pups
154,0.jpg,603.0,2727.0,adult_males
155,0.jpg,608.0,2884.0,pups
156,0.jpg,625.0,3796.0,pups
157,0.jpg,636.0,2895.0,adult_females
158,0.jpg,636.0,3932.0,adult_females
159,0.jpg,638.0,2207.0,pups
160,0.jpg,641.0,1916.0,adult_females
161,0.jpg,641.0,2047.0,adult_females
162,0.jpg,646.0,2837.0,pups
163,0.jpg,649.0,2226.0,adult_females
164,0.jpg,649.0,4268.0,pups
165,0.jpg,651.0,3385.0,adult_females
166,0.jpg,653.0,3806.0,adult_females
167,0.jpg,656.0,4055.0,adult_females
168,0.jpg,663.0,3876.0,pups
169,0.jpg,665.0,3923.0,pups
170,0.jpg,675.0,4297.0,adult_females
171,0.jpg,693.0,2365.0,adult_females
172,0.jpg,698.0,4077.0,pups
173,0.jpg,706.0,1997.0,pups
174,0.jpg,706.0,3986.0,pups
175,0.jpg,707.0,2163.0,adult_females
176,0.jpg,714.0,4397.0,adult_females
177,0.jpg,720.0,3971.0,adult_females
178,0.jpg,725.0,2018.0,adult_females
179,0.jpg,728.0,2931.0,adult_females
180,0.jpg,741.0,4214.0,adult_females
181,0.jpg,742.0,2352.0,adult_females
182,0.jpg,745.0,2163.0,pups
183,0.jpg,747.0,4361.0,pups
184,0.jpg,748.0,2272.0,adult_females
185,0.jpg,762.0,2189.0,adult_females
186,0.jpg,762.0,2836.0,subadult_males
187,0.jpg,773.0,2256.0,adult_females
188,0.jpg,774.0,2915.0,adult_females
189,0.jpg,779.0,3107.0,adult_females
190,0.jpg,782.0,2092.0,pups
191,0.jpg,791.0,2113.0,adult_females
192,0.jpg,792.0,2235.0,pups
193,0.jpg,792.0,3002.0,adult_females
194,0.jpg,805.0,1873.0,adult_males
195,0.jpg,807.0,3302.0,adult_females
196,0.jpg,819.0,2585.0,adult_females
197,0.jpg,819.0,3116.0,pups
198,0.jpg,822.0,4171.0,adult_females
199,0.jpg,824.0,3466.0,adult_females
200,0.jpg,826.0,2465.0,adult_females
201,0.jpg,826.0,2879.0,adult_females
202,0.jpg,835.0,2953.0,pups
203,0.jpg,835.0,3215.0,pups
204,0.jpg,840.0,2486.0,pups
205,0.jpg,845.0,3552.0,pups
206,0.jpg,845.0,3960.0,adult_females
207,0.jpg,848.0,3164.0,pups
208,0.jpg,852.0,4092.0,pups
209,0.jpg,855.0,2146.0,adult_males
210,0.jpg,857.0,2344.0,adult_females
211,0.jpg,863.0,2082.0,adult_females
212,0.jpg,863.0,3639.0,pups
213,0.jpg,863.0,4365.0,adult_females
214,0.jpg,865.0,4327.0,pups
215,0.jpg,871.0,3546.0,adult_females
216,0.jpg,873.0,2747.0,adult_females
217,0.jpg,873.0,4121.0,adult_females
218,0.jpg,874.0,3085.0,adult_females
219,0.jpg,881.0,3320.0,juveniles
220,0.jpg,883.0,2937.0,pups
221,0.jpg,888.0,3634.0,adult_females
222,0.jpg,890.0,3448.0,adult_females
223,0.jpg,895.0,3412.0,pups
224,0.jpg,896.0,2771.0,pups
225,0.jpg,897.0,2334.0,adult_females
226,0.jpg,898.0,3148.0,pups
227,0.jpg,905.0,2308.0,pups
228,0.jpg,918.0,3218.0,adult_females
229,0.jpg,920.0,2606.0,pups
230,0.jpg,924.0,3083.0,pups
231,0.jpg,930.0,3396.0,adult_females
232,0.jpg,936.0,2595.0,adult_females
233,0.jpg,943.0,3336.0,adult_females
234,0.jpg,944.0,3009.0,adult_females
235,0.jpg,955.0,2953.0,pups
236,0.jpg,961.0,2617.0,pups
237,0.jpg,963.0,2852.0,adult_females
238,0.jpg,964.0,2134.0,adult_females
239,0.jpg,964.0,3650.0,adult_females
240,0.jpg,966.0,3317.0,pups
241,0.jpg,973.0,4366.0,adult_males
242,0.jpg,981.0,2909.0,pups
243,0.jpg,982.0,2596.0,adult_females
244,0.jpg,982.0,3245.0,adult_females
245,0.jpg,987.0,2195.0,pups
246,0.jpg,987.0,3668.0,pups
247,0.jpg,989.0,2010.0,pups
248,0.jpg,989.0,3565.0,adult_males
249,0.jpg,992.0,2232.0,adult_females
250,0.jpg,992.0,3143.0,pups
251,0.jpg,999.0,2075.0,adult_females
252,0.jpg,999.0,4145.0,adult_females
253,0.jpg,1008.0,1992.0,adult_females
254,0.jpg,1009.0,2772.0,pups
255,0.jpg,1015.0,3083.0,adult_females
256,0.jpg,1015.0,3193.0,pups
257,0.jpg,1016.0,2923.0,pups
258,0.jpg,1018.0,3215.0,adult_females
259,0.jpg,1021.0,2874.0,pups
260,0.jpg,1024.0,2285.0,adult_females
261,0.jpg,1025.0,3782.0,pups
262,0.jpg,1026.0,3461.0,adult_females
263,0.jpg,1028.0,2331.0,adult_females
264,0.jpg,1033.0,2808.0,adult_females
265,0.jpg,1035.0,3435.0,pups
266,0.jpg,1039.0,2262.0,pups
267,0.jpg,1046.0,2952.0,adult_females
268,0.jpg,1047.0,2717.0,adult_females
269,0.jpg,1052.0,3378.0,adult_females
270,0.jpg,1058.0,2569.0,adult_females
271,0.jpg,1060.0,1367.0,adult_males
272,0.jpg,1062.0,2022.0,adult_females
273,0.jpg,1064.0,4039.0,adult_females
274,0.jpg,1070.0,3357.0,pups
275,0.jpg,1073.0,2087.0,pups
276,0.jpg,1076.0,2709.0,adult_females
277,0.jpg,1078.0,3097.0,pups
278,0.jpg,1086.0,1956.0,adult_females
279,0.jpg,1086.0,2575.0,pups
280,0.jpg,1088.0,2689.0,pups
281,0.jpg,1091.0,3772.0,adult_females
282,0.jpg,1093.0,1935.0,pups
283,0.jpg,1093.0,3181.0,pups
284,0.jpg,1095.0,2332.0,adult_females
285,0.jpg,1096.0,3277.0,adult_females
286,0.jpg,1100.0,2944.0,pups
287,0.jpg,1111.0,2737.0,adult_females
288,0.jpg,1116.0,2864.0,subadult_males
289,0.jpg,1116.0,3433.0,pups
290,0.jpg,1117.0,2290.0,adult_males
291,0.jpg,1118.0,2376.0,pups
292,0.jpg,1122.0,2943.0,adult_females
293,0.jpg,1123.0,2554.0,pups
294,0.jpg,1126.0,3345.0,adult_females
295,0.jpg,1133.0,3452.0,adult_females
296,0.jpg,1134.0,2087.0,pups
297,0.jpg,1136.0,2148.0,pups
298,0.jpg,1146.0,3583.0,pups
299,0.jpg,1150.0,2585.0,adult_females
300,0.jpg,1152.0,3059.0,adult_females
301,0.jpg,1157.0,2527.0,pups
302,0.jpg,1158.0,2093.0,adult_females
303,0.jpg,1160.0,2807.0,adult_females
304,0.jpg,1161.0,2165.0,adult_females
305,0.jpg,1164.0,1938.0,pups
306,0.jpg,1165.0,3142.0,adult_females
307,0.jpg,1170.0,2217.0,adult_females
308,0.jpg,1170.0,3501.0,pups
309,0.jpg,1181.0,2533.0,adult_females
310,0.jpg,1182.0,3519.0,adult_females
311,0.jpg,1187.0,2789.0,pups
312,0.jpg,1191.0,2001.0,adult_females
313,0.jpg,1191.0,2587.0,adult_females
314,0.jpg,1193.0,2740.0,pups
315,0.jpg,1197.0,2650.0,pups
316,0.jpg,1198.0,2395.0,adult_females
317,0.jpg,1214.0,3097.0,pups
318,0.jpg,1215.0,2121.0,pups
319,0.jpg,1218.0,3131.0,adult_females
320,0.jpg,1218.0,3542.0,pups
321,0.jpg,1218.0,3567.0,adult_females
322,0.jpg,1221.0,2724.0,adult_females
323,0.jpg,1222.0,2906.0,adult_females
324,0.jpg,1223.0,3213.0,adult_females
325,0.jpg,1224.0,2013.0,pups
326,0.jpg,1224.0,2216.0,pups
327,0.jpg,1227.0,2554.0,adult_males
328,0.jpg,1241.0,2848.0,pups
329,0.jpg,1243.0,2681.0,pups
330,0.jpg,1243.0,3671.0,pups
331,0.jpg,1249.0,4973.0,subadult_males
332,0.jpg,1250.0,2066.0,adult_females
333,0.jpg,1253.0,3093.0,adult_females
334,0.jpg,1255.0,2124.0,adult_females
335,0.jpg,1264.0,2908.0,pups
336,0.jpg,1264.0,3057.0,pups
337,0.jpg,1265.0,1903.0,adult_females
338,0.jpg,1267.0,1968.0,adult_females
339,0.jpg,1275.0,2810.0,adult_females
340,0.jpg,1276.0,2685.0,adult_females
341,0.jpg,1278.0,2121.0,pups
342,0.jpg,1278.0,3246.0,pups
343,0.jpg,1287.0,2454.0,adult_females
344,0.jpg,1292.0,3355.0,pups
345,0.jpg,1298.0,3400.0,adult_females
346,0.jpg,1300.0,1967.0,pups
347,0.jpg,1302.0,2900.0,adult_females
348,0.jpg,1302.0,3720.0,pups
349,0.jpg,1308.0,3017.0,pups
350,0.jpg,1316.0,2239.0,pups
351,0.jpg,1325.0,2218.0,adult_females
352,0.jpg,1328.0,2641.0,pups
353,0.jpg,1331.0,1918.0,adult_females
354,0.jpg,1331.0,2754.0,subadult_males
355,0.jpg,1333.0,3223.0,adult_females
356,0.jpg,1339.0,3239.0,pups
357,0.jpg,1339.0,3673.0,adult_females
358,0.jpg,1342.0,2139.0,pups
359,0.jpg,1345.0,2174.0,adult_females
360,0.jpg,1355.0,2117.0,adult_females
361,0.jpg,1356.0,3331.0,adult_females
362,0.jpg,1357.0,3512.0,adult_females
363,0.jpg,1358.0,2848.0,pups
364,0.jpg,1362.0,3302.0,pups
365,0.jpg,1373.0,2969.0,pups
366,0.jpg,1379.0,2301.0,pups
367,0.jpg,1380.0,1987.0,adult_males
368,0.jpg,1383.0,3496.0,pups
369,0.jpg,1389.0,3074.0,pups
370,0.jpg,1393.0,3414.0,adult_males
371,0.jpg,1396.0,3172.0,pups
372,0.jpg,1405.0,3812.0,pups
373,0.jpg,1406.0,3345.0,pups
374,0.jpg,1409.0,2241.0,pups
375,0.jpg,1411.0,2280.0,adult_females
376,0.jpg,1412.0,3064.0,adult_females
377,0.jpg,1414.0,2760.0,pups
378,0.jpg,1421.0,1847.0,adult_males
379,0.jpg,1421.0,2944.0,adult_females
380,0.jpg,1426.0,3821.0,adult_females
381,0.jpg,1431.0,2803.0,adult_females
382,0.jpg,1433.0,2230.0,adult_females
383,0.jpg,1433.0,3307.0,adult_females
384,0.jpg,1434.0,3660.0,pups
385,0.jpg,1440.0,3230.0,adult_females
386,0.jpg,1443.0,3679.0,adult_females
387,0.jpg,1447.0,2857.0,adult_females
388,0.jpg,1453.0,3581.0,adult_females
389,0.jpg,1456.0,3296.0,pups
390,0.jpg,1461.0,3555.0,pups
391,0.jpg,1464.0,3233.0,pups
392,0.jpg,1474.0,3144.0,adult_females
393,0.jpg,1478.0,2699.0,pups
394,0.jpg,1479.0,1040.0,subadult_males
395,0.jpg,1489.0,2681.0,adult_females
396,0.jpg,1491.0,2904.0,adult_females
397,0.jpg,1491.0,3101.0,adult_females
398,0.jpg,1498.0,2208.0,juveniles
399,0.jpg,1499.0,3308.0,pups
400,0.jpg,1502.0,3799.0,adult_females
401,0.jpg,1504.0,4978.0,subadult_males
402,0.jpg,1505.0,3335.0,adult_females
403,0.jpg,1507.0,2781.0,adult_females
404,0.jpg,1508.0,3776.0,pups
405,0.jpg,1509.0,3703.0,adult_females
406,0.jpg,1510.0,3082.0,pups
407,0.jpg,1510.0,3241.0,pups
408,0.jpg,1515.0,2526.0,adult_males
409,0.jpg,1515.0,3684.0,pups
410,0.jpg,1537.0,2818.0,adult_females
411,0.jpg,1539.0,2947.0,pups
412,0.jpg,1546.0,1058.0,juveniles
413,0.jpg,1561.0,2960.0,adult_females
414,0.jpg,1564.0,3117.0,adult_females
415,0.jpg,1570.0,1361.0,adult_males
416,0.jpg,1583.0,3654.0,pups
417,0.jpg,1590.0,3244.0,adult_females
418,0.jpg,1596.0,1865.0,adult_males
419,0.jpg,1601.0,3637.0,adult_females
420,0.jpg,1604.0,3023.0,pups
421,0.jpg,1610.0,3432.0,pups
422,0.jpg,1621.0,2980.0,pups
423,0.jpg,1645.0,3438.0,adult_females
424,0.jpg,1658.0,2736.0,adult_females
425,0.jpg,1658.0,2770.0,pups
426,0.jpg,1658.0,2860.0,pups
427,0.jpg,1658.0,2877.0,adult_females
428,0.jpg,1662.0,3659.0,adult_females
429,0.jpg,1666.0,2465.0,adult_males
430,0.jpg,1672.0,3710.0,adult_males
431,0.jpg,1675.0,3020.0,adult_females
432,0.jpg,1680.0,2327.0,adult_males
433,0.jpg,1691.0,919.0,juveniles
434,0.jpg,1692.0,3199.0,adult_females
435,0.jpg,1700.0,2124.0,adult_females
436,0.jpg,1707.0,1506.0,pups
437,0.jpg,1708.0,3183.0,pups
438,0.jpg,1717.0,1531.0,adult_females
439,0.jpg,1717.0,4651.0,adult_males
440,0.jpg,1723.0,2071.0,juveniles
441,0.jpg,1726.0,953.0,juveniles
442,0.jpg,1727.0,3292.0,adult_females
443,0.jpg,1732.0,3460.0,adult_females
444,0.jpg,1739.0,3517.0,pups
445,0.jpg,1746.0,3356.0,adult_females
446,0.jpg,1757.0,3441.0,juveniles
447,0.jpg,1760.0,3319.0,adult_females
448,0.jpg,1761.0,847.0,juveniles
449,0.jpg,1768.0,2743.0,pups
450,0.jpg,1777.0,3345.0,pups
451,0.jpg,1777.0,3559.0,juveniles
452,0.jpg,1792.0,2737.0,adult_females
453,0.jpg,1793.0,1328.0,adult_males
454,0.jpg,1793.0,2144.0,adult_females
455,0.jpg,1798.0,2858.0,adult_females
456,0.jpg,1798.0,2957.0,adult_females
457,0.jpg,1800.0,2005.0,adult_females
458,0.jpg,1801.0,3438.0,pups
459,0.jpg,1803.0,4927.0,adult_males
460,0.jpg,1804.0,4040.0,adult_females
461,0.jpg,1805.0,2685.0,pups
462,0.jpg,1808.0,2924.0,pups
463,0.jpg,1812.0,2154.0,pups
464,0.jpg,1817.0,1891.0,adult_females
465,0.jpg,1818.0,2876.0,pups
466,0.jpg,1822.0,2488.0,adult_females
467,0.jpg,1825.0,3462.0,adult_females
468,0.jpg,1834.0,2673.0,adult_females
469,0.jpg,1836.0,1971.0,pups
470,0.jpg,1837.0,1244.0,adult_females
471,0.jpg,1858.0,1970.0,adult_females
472,0.jpg,1859.0,1878.0,pups
473,0.jpg,1861.0,3750.0,adult_males
474,0.jpg,1862.0,2050.0,pups
475,0.jpg,1865.0,1670.0,adult_males
476,0.jpg,1865.0,3556.0,pups
477,0.jpg,1872.0,2127.0,adult_males
478,0.jpg,1873.0,2565.0,adult_females
479,0.jpg,1876.0,2781.0,adult_females
480,0.jpg,1876.0,3216.0,pups
481,0.jpg,1876.0,3242.0,adult_females
482,0.jpg,1881.0,2043.0,adult_females
483,0.jpg,1881.0,3595.0,adult_females
484,0.jpg,1883.0,3363.0,adult_females
485,0.jpg,1891.0,2972.0,adult_males
486,0.jpg,1893.0,3147.0,pups
487,0.jpg,1898.0,3163.0,adult_females
488,0.jpg,1901.0,2765.0,pups
489,0.jpg,1906.0,547.0,juveniles
490,0.jpg,1916.0,2022.0,pups
491,0.jpg,1923.0,2532.0,adult_females
492,0.jpg,1925.0,3910.0,adult_males
493,0.jpg,1927.0,2243.0,adult_females
494,0.jpg,1936.0,1926.0,adult_females
495,0.jpg,1937.0,2664.0,adult_females
496,0.jpg,1937.0,3307.0,pups
497,0.jpg,1945.0,1909.0,pups
498,0.jpg,1945.0,2496.0,adult_females
499,0.jpg,1947.0,5324.0,subadult_males
500,0.jpg,1948.0,3413.0,adult_females
501,0.jpg,1950.0,2542.0,pups
502,0.jpg,1952.0,1221.0,adult_males
503,0.jpg,1953.0,1876.0,adult_females
504,0.jpg,1956.0,2054.0,adult_females
505,0.jpg,1956.0,2248.0,pups
506,0.jpg,1962.0,2758.0,adult_females
507,0.jpg,1962.0,3290.0,adult_females
508,0.jpg,1968.0,3531.0,subadult_males
509,0.jpg,1976.0,2663.0,adult_females
510,0.jpg,1978.0,2488.0,pups
511,0.jpg,1980.0,2631.0,pups
512,0.jpg,1985.0,2081.0,pups
513,0.jpg,1986.0,2310.0,pups
514,0.jpg,1994.0,2384.0,pups
515,0.jpg,1996.0,2103.0,adult_females
516,0.jpg,1997.0,2599.0,adult_females
517,0.jpg,1999.0,1858.0,pups
518,0.jpg,2007.0,2683.0,adult_females
519,0.jpg,2009.0,2039.0,pups
520,0.jpg,2009.0,3483.0,adult_females
521,0.jpg,2011.0,2717.0,pups
522,0.jpg,2013.0,2340.0,adult_females
523,0.jpg,2014.0,1765.0,pups
524,0.jpg,2015.0,2540.0,adult_males
525,0.jpg,2028.0,1746.0,adult_females
526,0.jpg,2028.0,2036.0,adult_females
527,0.jpg,2030.0,3263.0,adult_females
528,0.jpg,2030.0,3340.0,pups
529,0.jpg,2032.0,1696.0,pups
530,0.jpg,2033.0,1935.0,adult_females
531,0.jpg,2039.0,1811.0,adult_females
532,0.jpg,2041.0,1915.0,pups
533,0.jpg,2044.0,3572.0,pups
534,0.jpg,2045.0,3250.0,pups
535,0.jpg,2045.0,3507.0,pups
536,0.jpg,2049.0,2404.0,adult_females
537,0.jpg,2051.0,1670.0,adult_females
538,0.jpg,2051.0,3552.0,adult_females
539,0.jpg,2054.0,3709.0,adult_females
540,0.jpg,2064.0,3425.0,adult_females
541,0.jpg,2065.0,3310.0,adult_females
542,0.jpg,2069.0,2337.0,pups
543,0.jpg,2073.0,1627.0,pups
544,0.jpg,2075.0,2044.0,pups
545,0.jpg,2077.0,2060.0,adult_females
546,0.jpg,2079.0,2265.0,adult_females
547,0.jpg,2082.0,1603.0,adult_females
548,0.jpg,2083.0,2249.0,pups
549,0.jpg,2084.0,1812.0,pups
550,0.jpg,2088.0,2510.0,pups
551,0.jpg,2097.0,2401.0,pups
552,0.jpg,2105.0,2346.0,adult_females
553,0.jpg,2105.0,2385.0,adult_females
554,0.jpg,2113.0,1299.0,adult_females
555,0.jpg,2114.0,3310.0,pups
556,0.jpg,2121.0,2801.0,adult_females
557,0.jpg,2124.0,1820.0,pups
558,0.jpg,2133.0,2291.0,adult_males
559,0.jpg,2134.0,1653.0,adult_females
560,0.jpg,2145.0,1844.0,adult_females
561,0.jpg,2146.0,1260.0,pups
562,0.jpg,2146.0,1510.0,adult_females
563,0.jpg,2153.0,2365.0,adult_females
564,0.jpg,2177.0,2454.0,pups
565,0.jpg,2189.0,1513.0,pups
566,0.jpg,2192.0,2435.0,adult_females
567,0.jpg,2193.0,1689.0,pups
568,0.jpg,2197.0,1952.0,adult_males
569,0.jpg,2198.0,2201.0,pups
570,0.jpg,2203.0,1430.0,pups
571,0.jpg,2204.0,1859.0,pups
572,0.jpg,2220.0,1241.0,adult_females
573,0.jpg,2221.0,2383.0,adult_females
574,0.jpg,2224.0,1833.0,adult_females
575,0.jpg,2228.0,2468.0,adult_females
576,0.jpg,2231.0,2169.0,pups
577,0.jpg,2237.0,3284.0,adult_females
578,0.jpg,2244.0,1442.0,adult_females
579,0.jpg,2248.0,1301.0,pups
580,0.jpg,2255.0,1807.0,pups
581,0.jpg,2258.0,2803.0,pups
582,0.jpg,2260.0,2371.0,adult_females
583,0.jpg,2264.0,2873.0,pups
584,0.jpg,2265.0,1735.0,adult_females
585,0.jpg,2267.0,2657.0,pups
586,0.jpg,2268.0,2902.0,adult_females
587,0.jpg,2271.0,2335.0,pups
588,0.jpg,2273.0,1642.0,adult_females
589,0.jpg,2275.0,1803.0,adult_females
590,0.jpg,2277.0,1569.0,juveniles
591,0.jpg,2282.0,2730.0,pups
592,0.jpg,2286.0,1846.0,juveniles
593,0.jpg,2286.0,2709.0,adult_females
594,0.jpg,2287.0,2038.0,adult_females
595,0.jpg,2288.0,1748.0,pups
596,0.jpg,2289.0,1432.0,pups
597,0.jpg,2301.0,1668.0,pups
598,0.jpg,2304.0,1445.0,adult_females
599,0.jpg,2310.0,2068.0,pups
600,0.jpg,2311.0,2199.0,pups
601,0.jpg,2312.0,2091.0,adult_females
602,0.jpg,2315.0,1985.0,pups
603,0.jpg,2321.0,2845.0,juveniles
604,0.jpg,2321.0,3276.0,adult_males
605,0.jpg,2327.0,2773.0,adult_males
606,0.jpg,2328.0,1517.0,pups
607,0.jpg,2328.0,3172.0,adult_females
608,0.jpg,2335.0,3089.0,pups
609,0.jpg,2338.0,1186.0,pups
610,0.jpg,2344.0,1725.0,pups
611,0.jpg,2345.0,1509.0,adult_females
612,0.jpg,2347.0,2675.0,pups
613,0.jpg,2357.0,2427.0,adult_females
614,0.jpg,2360.0,1736.0,adult_females
615,0.jpg,2362.0,1882.0,adult_females
616,0.jpg,2362.0,3088.0,adult_females
617,0.jpg,2367.0,1647.0,adult_females
618,0.jpg,2368.0,2893.0,adult_females
619,0.jpg,2369.0,2401.0,pups
620,0.jpg,2371.0,2675.0,adult_females
621,0.jpg,2377.0,1827.0,adult_females
622,0.jpg,2377.0,1899.0,pups
623,0.jpg,2380.0,1948.0,adult_females
624,0.jpg,2385.0,2180.0,adult_females
625,0.jpg,2388.0,1381.0,adult_females
626,0.jpg,2389.0,2257.0,adult_males
627,0.jpg,2390.0,1815.0,pups
628,0.jpg,2399.0,2340.0,adult_females
629,0.jpg,2400.0,3218.0,adult_females
630,0.jpg,2401.0,2912.0,pups
631,0.jpg,2409.0,1640.0,pups
632,0.jpg,2416.0,1546.0,adult_males
633,0.jpg,2419.0,1701.0,adult_females
634,0.jpg,2428.0,1733.0,pups
635,0.jpg,2428.0,2509.0,adult_females
636,0.jpg,2430.0,3119.0,adult_females
637,0.jpg,2431.0,2843.0,adult_females
